ano,mes,estado,regiao,bioma,focos
2020,12,SP,Sudeste,Mata Atlântica,72
2020,12,PR,Sul,Mata Atlântica,111
2020,12,RS,Sul,Pampa,117
2020,12,SC,Sul,Mata Atlântica,78
2021,1,AC,Norte,Amazônia,398
2021,1,AM,Norte,Amazônia,486
2021,1,AP,Norte,Amazônia,458
2021,1,PA,Norte,Amazônia,407
2021,1,RO,Norte,Amazônia,420
2021,1,RR,Norte,Amazônia,398
2021,1,TO,Norte,Cerrado,342
2021,1,AL,Nordeste,Mata Atlântica,103
2021,1,BA,Nordeste,Caatinga,111
2021,1,CE,Nordeste,Caatinga,123
2021,1,MA,Nordeste,Cerrado,432
2021,1,PB,Nordeste,Caatinga,116
2021,1,PE,Nordeste,Caatinga,76
2021,1,PI,Nordeste,Caatinga,96
2021,1,RN,Nordeste,Caatinga,66
2021,1,SE,Nordeste,Caatinga,82
2021,1,GO,Centro-Oeste,Cerrado,456
2021,1,MS,Centro-Oeste,Cerrado,526
2021,1,MT,Centro-Oeste,Cerrado,290
2021,1,ES,Sudeste,Mata Atlântica,92
2021,1,MG,Sudeste,Cerrado,475
2021,1,RJ,Sudeste,Mata Atlântica,79
2021,1,SP,Sudeste,Mata Atlântica,102
2021,1,PR,Sul,Mata Atlântica,114
2021,1,RS,Sul,Pampa,106
2021,1,SC,Sul,Mata Atlântica,78
2021,2,AC,Norte,Amazônia,358
2021,2,AM,Norte,Amazônia,471
2021,2,AP,Norte,Amazônia,410
2021,2,PA,Norte,Amazônia,265
2021,2,RO,Norte,Amazônia,465
2021,2,RR,Norte,Amazônia,273
2021,2,TO,Norte,Cerrado,461
2021,2,AL,Nordeste,Mata Atlântica,79
2021,2,BA,Nordeste,Caatinga,129
2021,2,CE,Nordeste,Caatinga,90
2021,2,MA,Nordeste,Cerrado,350
2021,2,PB,Nordeste,Caatinga,75
2021,2,PE,Nordeste,Caatinga,86
2021,2,PI,Nordeste,Caatinga,124
2021,2,RN,Nordeste,Caatinga,131
2021,2,SE,Nordeste,Caatinga,90
2021,2,GO,Centro-Oeste,Cerrado,382
2021,2,MS,Centro-Oeste,Cerrado,455
2021,2,MT,Centro-Oeste,Cerrado,498
2021,2,ES,Sudeste,Mata Atlântica,105
2021,2,MG,Sudeste,Cerrado,367
2021,2,RJ,Sudeste,Mata Atlântica,93
2021,2,SP,Sudeste,Mata Atlântica,112
2021,2,PR,Sul,Mata Atlântica,66
2021,2,RS,Sul,Pampa,107
2021,2,SC,Sul,Mata Atlântica,89
2021,3,AC,Norte,Amazônia,474
2021,3,AM,Norte,Amazônia,288
2021,3,AP,Norte,Amazônia,419
2021,3,PA,Norte,Amazônia,391
2021,3,RO,Norte,Amazônia,434
2021,3,RR,Norte,Amazônia,281
2021,3,TO,Norte,Cerrado,417
2021,3,AL,Nordeste,Mata Atlântica,103
2021,3,BA,Nordeste,Caatinga,103
2021,3,CE,Nordeste,Caatinga,105
2021,3,MA,Nordeste,Cerrado,443
2021,3,PB,Nordeste,Caatinga,119
2021,3,PE,Nordeste,Caatinga,83
2021,3,PI,Nordeste,Caatinga,120
2021,3,RN,Nordeste,Caatinga,99
2021,3,SE,Nordeste,Caatinga,71
2021,3,GO,Centro-Oeste,Cerrado,279
2021,3,MS,Centro-Oeste,Cerrado,352
2021,3,MT,Centro-Oeste,Cerrado,471
2021,3,ES,Sudeste,Mata Atlântica,112
2021,3,MG,Sudeste,Cerrado,472
2021,3,RJ,Sudeste,Mata Atlântica,100
2021,3,SP,Sudeste,Mata Atlântica,95
2021,3,PR,Sul,Mata Atlântica,75
2021,3,RS,Sul,Pampa,87
2021,3,SC,Sul,Mata Atlântica,94
2021,4,AC,Norte,Amazônia,287
2021,4,AM,Norte,Amazônia,322
2021,4,AP,Norte,Amazônia,422
2021,4,PA,Norte,Amazônia,458
2021,4,RO,Norte,Amazônia,528
2021,4,RR,Norte,Amazônia,510
2021,4,TO,Norte,Cerrado,434
2021,4,AL,Nordeste,Mata Atlântica,93
2021,4,BA,Nordeste,Caatinga,108
2021,4,CE,Nordeste,Caatinga,117
2021,4,MA,Nordeste,Cerrado,295
2021,4,PB,Nordeste,Caatinga,93
2021,4,PE,Nordeste,Caatinga,121
2021,4,PI,Nordeste,Caatinga,91
2021,4,RN,Nordeste,Caatinga,103
2021,4,SE,Nordeste,Caatinga,104
2021,4,GO,Centro-Oeste,Cerrado,313
2021,4,MS,Centro-Oeste,Cerrado,360
2021,4,MT,Centro-Oeste,Cerrado,352
2021,4,ES,Sudeste,Mata Atlântica,67
2021,4,MG,Sudeste,Cerrado,270
2021,4,RJ,Sudeste,Mata Atlântica,121
2021,4,SP,Sudeste,Mata Atlântica,84
2021,4,PR,Sul,Mata Atlântica,100
2021,4,RS,Sul,Pampa,85
2021,4,SC,Sul,Mata Atlântica,128
2021,5,AC,Norte,Amazônia,332
2021,5,AM,Norte,Amazônia,377
2021,5,AP,Norte,Amazônia,495
2021,5,PA,Norte,Amazônia,486
2021,5,RO,Norte,Amazônia,313
2021,5,RR,Norte,Amazônia,476
2021,5,TO,Norte,Cerrado,385
2021,5,AL,Nordeste,Mata Atlântica,97
2021,5,BA,Nordeste,Caatinga,74
2021,5,CE,Nordeste,Caatinga,71
2021,5,MA,Nordeste,Cerrado,456
2021,5,PB,Nordeste,Caatinga,98
2021,5,PE,Nordeste,Caatinga,94
2021,5,PI,Nordeste,Caatinga,114
2021,5,RN,Nordeste,Caatinga,116
2021,5,SE,Nordeste,Caatinga,76
2021,5,GO,Centro-Oeste,Cerrado,425
2021,5,MS,Centro-Oeste,Cerrado,300
2021,5,MT,Centro-Oeste,Cerrado,462
2021,5,ES,Sudeste,Mata Atlântica,109
2021,5,MG,Sudeste,Cerrado,517
2021,5,RJ,Sudeste,Mata Atlântica,70
2021,5,SP,Sudeste,Mata Atlântica,69
2021,5,PR,Sul,Mata Atlântica,84
2021,5,RS,Sul,Pampa,83
2021,5,SC,Sul,Mata Atlântica,82
2021,6,AC,Norte,Amazônia,503
2021,6,AM,Norte,Amazônia,330
2021,6,AP,Norte,Amazônia,336
2021,6,PA,Norte,Amazônia,465
2021,6,RO,Norte,Amazônia,383
2021,6,RR,Norte,Amazônia,469
2021,6,TO,Norte,Cerrado,281
2021,6,AL,Nordeste,Mata Atlântica,98
2021,6,BA,Nordeste,Caatinga,68
2021,6,CE,Nordeste,Caatinga,70
2021,6,MA,Nordeste,Cerrado,503
2021,6,PB,Nordeste,Caatinga,75
2021,6,PE,Nordeste,Caatinga,101
2021,6,PI,Nordeste,Caatinga,93
2021,6,RN,Nordeste,Caatinga,89
2021,6,SE,Nordeste,Caatinga,125
2021,6,GO,Centro-Oeste,Cerrado,270
2021,6,MS,Centro-Oeste,Cerrado,439
2021,6,MT,Centro-Oeste,Cerrado,518
2021,6,ES,Sudeste,Mata Atlântica,103
2021,6,MG,Sudeste,Cerrado,511
2021,6,RJ,Sudeste,Mata Atlântica,69
2021,6,SP,Sudeste,Mata Atlântica,93
2021,6,PR,Sul,Mata Atlântica,83
2021,6,RS,Sul,Pampa,114
2021,6,SC,Sul,Mata Atlântica,130
2021,7,AC,Norte,Amazônia,2075
2021,7,AM,Norte,Amazônia,2732
2021,7,AP,Norte,Amazônia,1979
2021,7,PA,Norte,Amazônia,2585
2021,7,RO,Norte,Amazônia,2418
2021,7,RR,Norte,Amazônia,3257
2021,7,TO,Norte,Cerrado,2657
2021,7,AL,Nordeste,Mata Atlântica,557
2021,7,BA,Nordeste,Caatinga,460
2021,7,CE,Nordeste,Caatinga,475
2021,7,MA,Nordeste,Cerrado,2024
2021,7,PB,Nordeste,Caatinga,516
2021,7,PE,Nordeste,Caatinga,764
2021,7,PI,Nordeste,Caatinga,644
2021,7,RN,Nordeste,Caatinga,629
2021,7,SE,Nordeste,Caatinga,460
2021,7,GO,Centro-Oeste,Cerrado,3072
2021,7,MS,Centro-Oeste,Cerrado,2846
2021,7,MT,Centro-Oeste,Cerrado,1763
2021,7,ES,Sudeste,Mata Atlântica,705
2021,7,MG,Sudeste,Cerrado,2549
2021,7,RJ,Sudeste,Mata Atlântica,446
2021,7,SP,Sudeste,Mata Atlântica,602
2021,7,PR,Sul,Mata Atlântica,613
2021,7,RS,Sul,Pampa,481
2021,7,SC,Sul,Mata Atlântica,803
2021,8,AC,Norte,Amazônia,3056
2021,8,AM,Norte,Amazônia,2757
2021,8,AP,Norte,Amazônia,2415
2021,8,PA,Norte,Amazônia,2332
2021,8,RO,Norte,Amazônia,2727
2021,8,RR,Norte,Amazônia,2553
2021,8,TO,Norte,Cerrado,1754
2021,8,AL,Nordeste,Mata Atlântica,624
2021,8,BA,Nordeste,Caatinga,746
2021,8,CE,Nordeste,Caatinga,602
2021,8,MA,Nordeste,Cerrado,1737
2021,8,PB,Nordeste,Caatinga,737
2021,8,PE,Nordeste,Caatinga,496
2021,8,PI,Nordeste,Caatinga,519
2021,8,RN,Nordeste,Caatinga,481
2021,8,SE,Nordeste,Caatinga,549
2021,8,GO,Centro-Oeste,Cerrado,2902
2021,8,MS,Centro-Oeste,Cerrado,2510
2021,8,MT,Centro-Oeste,Cerrado,1990
2021,8,ES,Sudeste,Mata Atlântica,775
2021,8,MG,Sudeste,Cerrado,3105
2021,8,RJ,Sudeste,Mata Atlântica,772
2021,8,SP,Sudeste,Mata Atlântica,511
2021,8,PR,Sul,Mata Atlântica,599
2021,8,RS,Sul,Pampa,819
2021,8,SC,Sul,Mata Atlântica,731
2021,9,AC,Norte,Amazônia,1696
2021,9,AM,Norte,Amazônia,1759
2021,9,AP,Norte,Amazônia,2418
2021,9,PA,Norte,Amazônia,3154
2021,9,RO,Norte,Amazônia,2541
2021,9,RR,Norte,Amazônia,2474
2021,9,TO,Norte,Cerrado,1826
2021,9,AL,Nordeste,Mata Atlântica,684
2021,9,BA,Nordeste,Caatinga,752
2021,9,CE,Nordeste,Caatinga,570
2021,9,MA,Nordeste,Cerrado,2933
2021,9,PB,Nordeste,Caatinga,811
2021,9,PE,Nordeste,Caatinga,497
2021,9,PI,Nordeste,Caatinga,629
2021,9,RN,Nordeste,Caatinga,531
2021,9,SE,Nordeste,Caatinga,740
2021,9,GO,Centro-Oeste,Cerrado,2606
2021,9,MS,Centro-Oeste,Cerrado,2700
2021,9,MT,Centro-Oeste,Cerrado,2970
2021,9,ES,Sudeste,Mata Atlântica,576
2021,9,MG,Sudeste,Cerrado,3163
2021,9,RJ,Sudeste,Mata Atlântica,633
2021,9,SP,Sudeste,Mata Atlântica,478
2021,9,PR,Sul,Mata Atlântica,700
2021,9,RS,Sul,Pampa,740
2021,9,SC,Sul,Mata Atlântica,543
2021,10,AC,Norte,Amazônia,3068
2021,10,AM,Norte,Amazônia,3148
2021,10,AP,Norte,Amazônia,2109
2021,10,PA,Norte,Amazônia,3276
2021,10,RO,Norte,Amazônia,1884
2021,10,RR,Norte,Amazônia,1985
2021,10,TO,Norte,Cerrado,1956
2021,10,AL,Nordeste,Mata Atlântica,782
2021,10,BA,Nordeste,Caatinga,683
2021,10,CE,Nordeste,Caatinga,475
2021,10,MA,Nordeste,Cerrado,2379
2021,10,PB,Nordeste,Caatinga,667
2021,10,PE,Nordeste,Caatinga,447
2021,10,PI,Nordeste,Caatinga,777
2021,10,RN,Nordeste,Caatinga,744
2021,10,SE,Nordeste,Caatinga,621
2021,10,GO,Centro-Oeste,Cerrado,3249
2021,10,MS,Centro-Oeste,Cerrado,2342
2021,10,MT,Centro-Oeste,Cerrado,3277
2021,10,ES,Sudeste,Mata Atlântica,688
2021,10,MG,Sudeste,Cerrado,2700
2021,10,RJ,Sudeste,Mata Atlântica,481
2021,10,SP,Sudeste,Mata Atlântica,777
2021,10,PR,Sul,Mata Atlântica,589
2021,10,RS,Sul,Pampa,480
2021,10,SC,Sul,Mata Atlântica,418
2021,11,AC,Norte,Amazônia,412
2021,11,AM,Norte,Amazônia,403
2021,11,AP,Norte,Amazônia,454
2021,11,PA,Norte,Amazônia,499
2021,11,RO,Norte,Amazônia,285
2021,11,RR,Norte,Amazônia,457
2021,11,TO,Norte,Cerrado,313
2021,11,AL,Nordeste,Mata Atlântica,122
2021,11,BA,Nordeste,Caatinga,120
2021,11,CE,Nordeste,Caatinga,101
2021,11,MA,Nordeste,Cerrado,452
2021,11,PB,Nordeste,Caatinga,86
2021,11,PE,Nordeste,Caatinga,97
2021,11,PI,Nordeste,Caatinga,120
2021,11,RN,Nordeste,Caatinga,96
2021,11,SE,Nordeste,Caatinga,89
2021,11,GO,Centro-Oeste,Cerrado,394
2021,11,MS,Centro-Oeste,Cerrado,483
2021,11,MT,Centro-Oeste,Cerrado,352
2021,11,ES,Sudeste,Mata Atlântica,77
2021,11,MG,Sudeste,Cerrado,452
2021,11,RJ,Sudeste,Mata Atlântica,120
2021,11,SP,Sudeste,Mata Atlântica,72
2021,11,PR,Sul,Mata Atlântica,81
2021,11,RS,Sul,Pampa,75
2021,11,SC,Sul,Mata Atlântica,89
2021,12,AC,Norte,Amazônia,383
2021,12,AM,Norte,Amazônia,462
2021,12,AP,Norte,Amazônia,436
2021,12,PA,Norte,Amazônia,428
2021,12,RO,Norte,Amazônia,357
2021,12,RR,Norte,Amazônia,486
2021,12,TO,Norte,Cerrado,388
2021,12,AL,Nordeste,Mata Atlântica,130
2021,12,BA,Nordeste,Caatinga,107
2021,12,CE,Nordeste,Caatinga,74
2021,12,MA,Nordeste,Cerrado,443
2021,12,PB,Nordeste,Caatinga,87
2021,12,PE,Nordeste,Caatinga,111
2021,12,PI,Nordeste,Caatinga,70
2021,12,RN,Nordeste,Caatinga,77
2021,12,SE,Nordeste,Caatinga,122
2021,12,GO,Centro-Oeste,Cerrado,324
2021,12,MS,Centro-Oeste,Cerrado,485
2021,12,MT,Centro-Oeste,Cerrado,338
2021,12,ES,Sudeste,Mata Atlântica,108
2021,12,MG,Sudeste,Cerrado,447
2021,12,RJ,Sudeste,Mata Atlântica,99
2021,12,SP,Sudeste,Mata Atlântica,86
2021,12,PR,Sul,Mata Atlântica,80
2021,12,RS,Sul,Pampa,68
2021,12,SC,Sul,Mata Atlântica,86
2022,1,AC,Norte,Amazônia,448
2022,1,AM,Norte,Amazônia,525
2022,1,AP,Norte,Amazônia,507
2022,1,PA,Norte,Amazônia,478
2022,1,RO,Norte,Amazônia,484
2022,1,RR,Norte,Amazônia,451
2022,1,TO,Norte,Cerrado,341
2022,1,AL,Nordeste,Mata Atlântica,129
2022,1,BA,Nordeste,Caatinga,113
2022,1,CE,Nordeste,Caatinga,105
2022,1,MA,Nordeste,Cerrado,301
2022,1,PB,Nordeste,Caatinga,98
2022,1,PE,Nordeste,Caatinga,98
2022,1,PI,Nordeste,Caatinga,126
2022,1,RN,Nordeste,Caatinga,104
2022,1,SE,Nordeste,Caatinga,93
2022,1,GO,Centro-Oeste,Cerrado,535
2022,1,MS,Centro-Oeste,Cerrado,301
2022,1,MT,Centro-Oeste,Cerrado,385
2022,1,ES,Sudeste,Mata Atlântica,70
2022,1,MG,Sudeste,Cerrado,471
2022,1,RJ,Sudeste,Mata Atlântica,129
2022,1,SP,Sudeste,Mata Atlântica,86
2022,1,PR,Sul,Mata Atlântica,125
2022,1,RS,Sul,Pampa,87
2022,1,SC,Sul,Mata Atlântica,129
2022,2,AC,Norte,Amazônia,475
2022,2,AM,Norte,Amazônia,489
2022,2,AP,Norte,Amazônia,275
2022,2,PA,Norte,Amazônia,532
2022,2,RO,Norte,Amazônia,467
2022,2,RR,Norte,Amazônia,353
2022,2,TO,Norte,Cerrado,495
2022,2,AL,Nordeste,Mata Atlântica,86
2022,2,BA,Nordeste,Caatinga,126
2022,2,CE,Nordeste,Caatinga,75
2022,2,MA,Nordeste,Cerrado,461
2022,2,PB,Nordeste,Caatinga,104
2022,2,PE,Nordeste,Caatinga,74
2022,2,PI,Nordeste,Caatinga,84
2022,2,RN,Nordeste,Caatinga,68
2022,2,SE,Nordeste,Caatinga,99
2022,2,GO,Centro-Oeste,Cerrado,352
2022,2,MS,Centro-Oeste,Cerrado,433
2022,2,MT,Centro-Oeste,Cerrado,351
2022,2,ES,Sudeste,Mata Atlântica,88
2022,2,MG,Sudeste,Cerrado,472
2022,2,RJ,Sudeste,Mata Atlântica,71
2022,2,SP,Sudeste,Mata Atlântica,128
2022,2,PR,Sul,Mata Atlântica,125
2022,2,RS,Sul,Pampa,113
2022,2,SC,Sul,Mata Atlântica,107
2022,3,AC,Norte,Amazônia,512
2022,3,AM,Norte,Amazônia,321
2022,3,AP,Norte,Amazônia,292
2022,3,PA,Norte,Amazônia,335
2022,3,RO,Norte,Amazônia,486
2022,3,RR,Norte,Amazônia,280
2022,3,TO,Norte,Cerrado,429
2022,3,AL,Nordeste,Mata Atlântica,135
2022,3,BA,Nordeste,Caatinga,125
2022,3,CE,Nordeste,Caatinga,103
2022,3,MA,Nordeste,Cerrado,288
2022,3,PB,Nordeste,Caatinga,124
2022,3,PE,Nordeste,Caatinga,108
2022,3,PI,Nordeste,Caatinga,75
2022,3,RN,Nordeste,Caatinga,74
2022,3,SE,Nordeste,Caatinga,129
2022,3,GO,Centro-Oeste,Cerrado,452
2022,3,MS,Centro-Oeste,Cerrado,495
2022,3,MT,Centro-Oeste,Cerrado,509
2022,3,ES,Sudeste,Mata Atlântica,106
2022,3,MG,Sudeste,Cerrado,411
2022,3,RJ,Sudeste,Mata Atlântica,96
2022,3,SP,Sudeste,Mata Atlântica,89
2022,3,PR,Sul,Mata Atlântica,97
2022,3,RS,Sul,Pampa,120
2022,3,SC,Sul,Mata Atlântica,108
2022,4,AC,Norte,Amazônia,512
2022,4,AM,Norte,Amazônia,391
2022,4,AP,Norte,Amazônia,435
2022,4,PA,Norte,Amazônia,442
2022,4,RO,Norte,Amazônia,431
2022,4,RR,Norte,Amazônia,461
2022,4,TO,Norte,Cerrado,335
2022,4,AL,Nordeste,Mata Atlântica,102
2022,4,BA,Nordeste,Caatinga,74
2022,4,CE,Nordeste,Caatinga,93
2022,4,MA,Nordeste,Cerrado,403
2022,4,PB,Nordeste,Caatinga,111
2022,4,PE,Nordeste,Caatinga,132
2022,4,PI,Nordeste,Caatinga,108
2022,4,RN,Nordeste,Caatinga,118
2022,4,SE,Nordeste,Caatinga,102
2022,4,GO,Centro-Oeste,Cerrado,442
2022,4,MS,Centro-Oeste,Cerrado,290
2022,4,MT,Centro-Oeste,Cerrado,339
2022,4,ES,Sudeste,Mata Atlântica,92
2022,4,MG,Sudeste,Cerrado,399
2022,4,RJ,Sudeste,Mata Atlântica,70
2022,4,SP,Sudeste,Mata Atlântica,77
2022,4,PR,Sul,Mata Atlântica,86
2022,4,RS,Sul,Pampa,133
2022,4,SC,Sul,Mata Atlântica,90
2022,5,AC,Norte,Amazônia,401
2022,5,AM,Norte,Amazônia,324
2022,5,AP,Norte,Amazônia,436
2022,5,PA,Norte,Amazônia,347
2022,5,RO,Norte,Amazônia,327
2022,5,RR,Norte,Amazônia,411
2022,5,TO,Norte,Cerrado,272
2022,5,AL,Nordeste,Mata Atlântica,68
2022,5,BA,Nordeste,Caatinga,82
2022,5,CE,Nordeste,Caatinga,70
2022,5,MA,Nordeste,Cerrado,300
2022,5,PB,Nordeste,Caatinga,90
2022,5,PE,Nordeste,Caatinga,122
2022,5,PI,Nordeste,Caatinga,106
2022,5,RN,Nordeste,Caatinga,102
2022,5,SE,Nordeste,Caatinga,87
2022,5,GO,Centro-Oeste,Cerrado,523
2022,5,MS,Centro-Oeste,Cerrado,378
2022,5,MT,Centro-Oeste,Cerrado,294
2022,5,ES,Sudeste,Mata Atlântica,109
2022,5,MG,Sudeste,Cerrado,301
2022,5,RJ,Sudeste,Mata Atlântica,91
2022,5,SP,Sudeste,Mata Atlântica,102
2022,5,PR,Sul,Mata Atlântica,126
2022,5,RS,Sul,Pampa,101
2022,5,SC,Sul,Mata Atlântica,115
2022,6,AC,Norte,Amazônia,540
2022,6,AM,Norte,Amazônia,306
2022,6,AP,Norte,Amazônia,345
2022,6,PA,Norte,Amazônia,377
2022,6,RO,Norte,Amazônia,385
2022,6,RR,Norte,Amazônia,382
2022,6,TO,Norte,Cerrado,517
2022,6,AL,Nordeste,Mata Atlântica,116
2022,6,BA,Nordeste,Caatinga,108
2022,6,CE,Nordeste,Caatinga,88
2022,6,MA,Nordeste,Cerrado,494
2022,6,PB,Nordeste,Caatinga,132
2022,6,PE,Nordeste,Caatinga,123
2022,6,PI,Nordeste,Caatinga,67
2022,6,RN,Nordeste,Caatinga,110
2022,6,SE,Nordeste,Caatinga,71
2022,6,GO,Centro-Oeste,Cerrado,340
2022,6,MS,Centro-Oeste,Cerrado,287
2022,6,MT,Centro-Oeste,Cerrado,434
2022,6,ES,Sudeste,Mata Atlântica,114
2022,6,MG,Sudeste,Cerrado,302
2022,6,RJ,Sudeste,Mata Atlântica,93
2022,6,SP,Sudeste,Mata Atlântica,98
2022,6,PR,Sul,Mata Atlântica,92
2022,6,RS,Sul,Pampa,75
2022,6,SC,Sul,Mata Atlântica,96
2022,7,AC,Norte,Amazônia,2966
2022,7,AM,Norte,Amazônia,1814
2022,7,AP,Norte,Amazônia,1829
2022,7,PA,Norte,Amazônia,2294
2022,7,RO,Norte,Amazônia,3289
2022,7,RR,Norte,Amazônia,2826
2022,7,TO,Norte,Cerrado,2843
2022,7,AL,Nordeste,Mata Atlântica,576
2022,7,BA,Nordeste,Caatinga,674
2022,7,CE,Nordeste,Caatinga,427
2022,7,MA,Nordeste,Cerrado,2771
2022,7,PB,Nordeste,Caatinga,810
2022,7,PE,Nordeste,Caatinga,682
2022,7,PI,Nordeste,Caatinga,793
2022,7,RN,Nordeste,Caatinga,730
2022,7,SE,Nordeste,Caatinga,474
2022,7,GO,Centro-Oeste,Cerrado,3222
2022,7,MS,Centro-Oeste,Cerrado,1806
2022,7,MT,Centro-Oeste,Cerrado,2598
2022,7,ES,Sudeste,Mata Atlântica,483
2022,7,MG,Sudeste,Cerrado,1713
2022,7,RJ,Sudeste,Mata Atlântica,602
2022,7,SP,Sudeste,Mata Atlântica,548
2022,7,PR,Sul,Mata Atlântica,629
2022,7,RS,Sul,Pampa,667
2022,7,SC,Sul,Mata Atlântica,442
2022,8,AC,Norte,Amazônia,1902
2022,8,AM,Norte,Amazônia,2640
2022,8,AP,Norte,Amazônia,2275
2022,8,PA,Norte,Amazônia,2929
2022,8,RO,Norte,Amazônia,2798
2022,8,RR,Norte,Amazônia,3126
2022,8,TO,Norte,Cerrado,2867
2022,8,AL,Nordeste,Mata Atlântica,605
2022,8,BA,Nordeste,Caatinga,708
2022,8,CE,Nordeste,Caatinga,540
2022,8,MA,Nordeste,Cerrado,2212
2022,8,PB,Nordeste,Caatinga,757
2022,8,PE,Nordeste,Caatinga,612
2022,8,PI,Nordeste,Caatinga,761
2022,8,RN,Nordeste,Caatinga,771
2022,8,SE,Nordeste,Caatinga,786
2022,8,GO,Centro-Oeste,Cerrado,3246
2022,8,MS,Centro-Oeste,Cerrado,2424
2022,8,MT,Centro-Oeste,Cerrado,2234
2022,8,ES,Sudeste,Mata Atlântica,670
2022,8,MG,Sudeste,Cerrado,2322
2022,8,RJ,Sudeste,Mata Atlântica,678
2022,8,SP,Sudeste,Mata Atlântica,722
2022,8,PR,Sul,Mata Atlântica,715
2022,8,RS,Sul,Pampa,582
2022,8,SC,Sul,Mata Atlântica,494
2022,9,AC,Norte,Amazônia,2423
2022,9,AM,Norte,Amazônia,1935
2022,9,AP,Norte,Amazônia,3201
2022,9,PA,Norte,Amazônia,2279
2022,9,RO,Norte,Amazônia,1955
2022,9,RR,Norte,Amazônia,1737
2022,9,TO,Norte,Cerrado,2788
2022,9,AL,Nordeste,Mata Atlântica,693
2022,9,BA,Nordeste,Caatinga,567
2022,9,CE,Nordeste,Caatinga,453
2022,9,MA,Nordeste,Cerrado,2387
2022,9,PB,Nordeste,Caatinga,555
2022,9,PE,Nordeste,Caatinga,710
2022,9,PI,Nordeste,Caatinga,680
2022,9,RN,Nordeste,Caatinga,577
2022,9,SE,Nordeste,Caatinga,515
2022,9,GO,Centro-Oeste,Cerrado,3367
2022,9,MS,Centro-Oeste,Cerrado,2463
2022,9,MT,Centro-Oeste,Cerrado,2859
2022,9,ES,Sudeste,Mata Atlântica,483
2022,9,MG,Sudeste,Cerrado,2516
2022,9,RJ,Sudeste,Mata Atlântica,435
2022,9,SP,Sudeste,Mata Atlântica,637
2022,9,PR,Sul,Mata Atlântica,831
2022,9,RS,Sul,Pampa,586
2022,9,SC,Sul,Mata Atlântica,440
2022,10,AC,Norte,Amazônia,1746
2022,10,AM,Norte,Amazônia,2351
2022,10,AP,Norte,Amazônia,1965
2022,10,PA,Norte,Amazônia,1733
2022,10,RO,Norte,Amazônia,2975
2022,10,RR,Norte,Amazônia,2470
2022,10,TO,Norte,Cerrado,2183
2022,10,AL,Nordeste,Mata Atlântica,804
2022,10,BA,Nordeste,Caatinga,472
2022,10,CE,Nordeste,Caatinga,828
2022,10,MA,Nordeste,Cerrado,2225
2022,10,PB,Nordeste,Caatinga,799
2022,10,PE,Nordeste,Caatinga,678
2022,10,PI,Nordeste,Caatinga,773
2022,10,RN,Nordeste,Caatinga,840
2022,10,SE,Nordeste,Caatinga,545
2022,10,GO,Centro-Oeste,Cerrado,3322
2022,10,MS,Centro-Oeste,Cerrado,2353
2022,10,MT,Centro-Oeste,Cerrado,2347
2022,10,ES,Sudeste,Mata Atlântica,567
2022,10,MG,Sudeste,Cerrado,2611
2022,10,RJ,Sudeste,Mata Atlântica,488
2022,10,SP,Sudeste,Mata Atlântica,657
2022,10,PR,Sul,Mata Atlântica,652
2022,10,RS,Sul,Pampa,746
2022,10,SC,Sul,Mata Atlântica,776
2022,11,AC,Norte,Amazônia,390
2022,11,AM,Norte,Amazônia,352
2022,11,AP,Norte,Amazônia,341
2022,11,PA,Norte,Amazônia,323
2022,11,RO,Norte,Amazônia,286
2022,11,RR,Norte,Amazônia,363
2022,11,TO,Norte,Cerrado,344
2022,11,AL,Nordeste,Mata Atlântica,133
2022,11,BA,Nordeste,Caatinga,105
2022,11,CE,Nordeste,Caatinga,91
2022,11,MA,Nordeste,Cerrado,428
2022,11,PB,Nordeste,Caatinga,77
2022,11,PE,Nordeste,Caatinga,97
2022,11,PI,Nordeste,Caatinga,110
2022,11,RN,Nordeste,Caatinga,100
2022,11,SE,Nordeste,Caatinga,94
2022,11,GO,Centro-Oeste,Cerrado,540
2022,11,MS,Centro-Oeste,Cerrado,509
2022,11,MT,Centro-Oeste,Cerrado,440
2022,11,ES,Sudeste,Mata Atlântica,106
2022,11,MG,Sudeste,Cerrado,439
2022,11,RJ,Sudeste,Mata Atlântica,81
2022,11,SP,Sudeste,Mata Atlântica,94
2022,11,PR,Sul,Mata Atlântica,70
2022,11,RS,Sul,Pampa,99
2022,11,SC,Sul,Mata Atlântica,104
2022,12,AC,Norte,Amazônia,332
2022,12,AM,Norte,Amazônia,532
2022,12,AP,Norte,Amazônia,517
2022,12,PA,Norte,Amazônia,466
2022,12,RO,Norte,Amazônia,415
2022,12,RR,Norte,Amazônia,506
2022,12,TO,Norte,Cerrado,306
2022,12,AL,Nordeste,Mata Atlântica,121
2022,12,BA,Nordeste,Caatinga,76
2022,12,CE,Nordeste,Caatinga,121
2022,12,MA,Nordeste,Cerrado,345
2022,12,PB,Nordeste,Caatinga,127
2022,12,PE,Nordeste,Caatinga,131
2022,12,PI,Nordeste,Caatinga,77
2022,12,RN,Nordeste,Caatinga,99
2022,12,SE,Nordeste,Caatinga,134
2022,12,GO,Centro-Oeste,Cerrado,402
2022,12,MS,Centro-Oeste,Cerrado,505
2022,12,MT,Centro-Oeste,Cerrado,430
2022,12,ES,Sudeste,Mata Atlântica,93
2022,12,MG,Sudeste,Cerrado,348
